Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
3312,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.73,0.0,0.0,False
3313,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.84,0.0,0.0,False
3314,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.76,0.0,0.0,False
3315,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.69,0.0,0.0,False
3316,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,1.75,0.0,0.0,False
3317,spider_bak-loan_1-0035.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.99,1.0,0.0,False
3318,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,2.88,0.0,0.0,False
3319,spider_bak-loan_1-0035.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,3.31,0.0,0.0,False
3320,spider_bak-sports_competition-0021.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,2.25,0.0,25.0,False
3321,spider_bak-gymnast-0020.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,2.08,0.0,0.0,True
3322,spider-browser_web-0018.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,2.82,0.0,0.0,True
3323,spider_bak-inn_1-0001.txt,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,2.15,1.0,0.0,True
3324,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.76,0.0,25.0,False
3325,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,,1.8,2.0,0.0,True
3326,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,2.15,0.0,25.0,False
3327,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.58,2.0,0.0,True
3328,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.59,0.0,25.0,False
3329,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.34,2.0,0.0,True
3330,spider_bak-inn_1-0001.txt,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.39,0.0,0.0,True
3331,spider_bak-inn_1-0001.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.5,4.0,0.0,True
3332,spider_bak-inn_1-0001.txt,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.34,1.0,0.0,True
3333,spider-soccer_2-0028.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,1.54,10.0,0.0,False
3334,spider_bak-college_1-0045.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,1.95,0.0,0.0,False
3335,spider_bak-college_1-0045.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,2.28,0.0,0.0,False
3336,spider_bak-college_1-0045.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,2.22,0.0,0.0,False
3337,spider_bak-inn_1-0029.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.24,0.0,25.0,False
3338,spider-college_2-0008.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,5.2,0.0,25.0,False
3339,spider_bak-small_bank_1-0016.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.87,0.0,0.0,True
3340,spider_bak-small_bank_1-0016.txt,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.73,1.0,0.0,True
3341,spider_bak-small_bank_1-0016.txt,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.74,0.0,0.0,True
3342,spider_bak-small_bank_1-0016.txt,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.76,0.0,0.0,True
3343,spider_bak-small_bank_1-0016.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.97,13.0,0.0,True
3344,spider_bak-small_bank_1-0016.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.7,6.0,0.0,True
3345,spider-party_host-0010.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.91,0.0,0.0,True
3346,spider-university_basketball-0015.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.33,0.0,0.0,True
3347,spider-university_basketball-0001.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.51,2.0,0.0,True
3348,spider_bak-customers_card_transactions-0035.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.8,0.0,25.0,False
3349,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.45,0.0,0.0,True
3350,spider-department_management-0006.txt,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.34,0.0,0.0,True
3351,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.31,0.0,0.0,True
3352,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.3,0.0,25.0,False
3353,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.58,0.0,25.0,False
3354,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.5,0.0,0.0,True
3355,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.61,0.0,25.0,False
3356,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.35,0.0,25.0,False
3357,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.39,0.0,0.0,True
3358,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.38,0.0,0.0,True
3359,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.43,0.0,25.0,False
3360,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.42,0.0,25.0,False
3361,spider-department_management-0006.txt,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.22,1.0,0.0,True
3362,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.39,0.0,0.0,True
3363,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.57,0.0,25.0,False
3364,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.61,2.0,0.0,True
